player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,completed_air_yards_per_cmp,completed_air_yards_per_att,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,times_pressured_pct,scramble_attempts,yards_per_scramble,pfr_game_id
Josh Allen,AlleJo02,passing,BUF,21,28,366,15,50,362,12.9,258,12.3,9.2,108,5.1,1,3.6%,4,14.3%,2,7,2,2,6,19.4%,1,4,202111140nyj
Mike White,WhitMi01,passing,NYJ,24,44,251,12,26.7,292,6.6,109,4.5,2.5,142,5.9,2,4.7%,9,20.9%,1,11,2,7,10,22.2%,0,NA,202111140nyj
Joe Flacco,FlacJo00,passing,NYJ,3,3,47,2,66.7,31,10.3,31,10.3,10.3,16,5.3,0,0.0%,0,0.0%,0,2,0,0,0,0.0%,0,NA,202111140nyj
