player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Darrel Williams,WillDa10,rushing,KAN,11,43,2,31,2.8,12,1.1,0,NA,202111140rai
Derrick Gore,GoreDe00,rushing,KAN,6,19,NA,10,1.7,9,1.5,0,NA,202111140rai
Jerick McKinnon,McKiJe00,rushing,KAN,3,26,2,20,6.7,6,2,0,NA,202111140rai
Chad Henne,HennCh01,rushing,KAN,2,-2,NA,-2,-1,0,0,0,NA,202111140rai
Blake Bell,BellBl00,rushing,KAN,1,3,1,1,1,2,2,0,NA,202111140rai
Mecole Hardman,HardMe00,rushing,KAN,1,3,0,2,2,1,1,0,NA,202111140rai
Tyreek Hill,HillTy00,rushing,KAN,1,2,0,2,2,0,0,0,NA,202111140rai
Josh Jacobs,JacoJo01,rushing,LVR,7,16,2,7,1,9,1.3,0,NA,202111140rai
Kenyan Drake,DrakKe00,rushing,LVR,4,16,1,10,2.5,6,1.5,0,NA,202111140rai
Derek Carr,CarrDe02,rushing,LVR,3,18,0,16,5.3,2,0.7,0,NA,202111140rai
