player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,prss_percent,scramble_attempts,yards_per_scramble,pfr_game_id
Andy Dalton,DaltAn00,passing,CIN,15,29,148,7,22.6,248,8.6,89,5.9,3.1,59,3.9,1,3.6%,7,25.0%,2,3,3,1,6,19.4%,0,NA,201810210kan
Jeff Driskel,DrisJe00,passing,CIN,4,4,39,2,50,31,7.8,31,7.8,7.8,8,2,0,0.0%,0,0.0%,0,0,0,0,0,0.0%,1,5,201810210kan
Patrick Mahomes,MahoPa00,passing,KAN,28,39,358,19,46.3,336,8.6,152,5.4,3.9,206,7.4,2,5.4%,4,10.8%,2,3,6,4,12,27.9%,2,16.5,201810210kan
