player_name,pfr_player_id,adv_stat_category,team,tgt,rec,receiving_yards,receiving_td,receiving_fd,receiving_yards_before_catch,receiving_yards_before_catch_avg,receiving_yards_after_catch,receiving_yards_after_catch_avg,adot,receiving_broken_tackles,receiving_per_broken_tackle,receiving_drop,receiving_drop_pct,receiving_int,receiving_rat,pfr_game_id
Auden Tate,TateAu00,receiving,CIN,6,4,56,0,2,51,12.8,5,1.3,14,0,NA,0,0,0,96.5,201911170rai
Tyler Eifert,EifeTy00,receiving,CIN,4,3,21,0,1,11,3.7,10,3.3,8.3,1,3,1,25,0,86.5,201911170rai
C.J. Uzomah,UzomC.00,receiving,CIN,5,2,5,0,1,4,2,1,0.5,1.4,0,NA,0,0,0,47.9,201911170rai
Giovani Bernard,BernGi00,receiving,CIN,3,1,16,0,1,5,5,11,11,2,1,1,1,33.3,0,52.1,201911170rai
Tyler Boyd,BoydTy00,receiving,CIN,3,1,0,0,0,-4,-4,4,4,4.3,0,NA,0,0,0,42.4,201911170rai
Alex Erickson,EricAl01,receiving,CIN,5,1,0,0,NA,0,0,0,0,8.2,0,NA,0,0,1,0,201911170rai
Joe Mixon,MixoJo00,receiving,CIN,3,1,17,0,1,-3,-3,20,20,-4,1,1,1,33.3,0,53.5,201911170rai
Damion Willis,WillDa11,receiving,CIN,1,0,0,0,NA,0,NA,0,NA,22,0,NA,0,0,0,39.6,201911170rai
Hunter Renfrow,RenfHu00,receiving,OAK,6,5,66,0,3,38,7.6,28,5.6,7.2,0,NA,0,0,1,72.9,201911170rai
Darren Waller,WallDa01,receiving,OAK,7,5,78,0,2,36,7.2,42,8.4,6.3,1,5,0,0,0,108,201911170rai
Tyrell Williams,WillTy00,receiving,OAK,4,4,82,0,4,62,15.5,20,5,15.5,0,NA,0,0,0,118.7,201911170rai
Josh Jacobs,JacoJo01,receiving,OAK,3,3,12,0,1,4,1.3,8,2.7,1.3,0,NA,0,0,0,83.3,201911170rai
Zay Jones,JoneZa00,receiving,OAK,3,3,25,0,1,10,3.3,15,5,3.3,0,NA,0,0,0,101.4,201911170rai
Foster Moreau,MoreFo00,receiving,OAK,2,2,8,1,1,4,2,4,2,2,0,NA,0,0,0,122.9,201911170rai
DeAndre Washington,WashDe00,receiving,OAK,2,2,14,0,NA,4,2,10,5,2,0,NA,0,0,0,95.8,201911170rai
Jalen Richard,RichJa01,receiving,OAK,1,1,7,0,NA,6,6,1,1,6,0,NA,0,0,0,95.8,201911170rai
