player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,completed_air_yards_per_cmp,completed_air_yards_per_att,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,times_pressured_pct,scramble_attempts,yards_per_scramble,pfr_game_id
Matthew Stafford,StafMa00,passing,LAR,21,32,305,16,50,218,6.8,170,8.1,5.3,135,6.4,2,6.3%,6,18.8%,0,9,3,1,4,12.5%,0,NA,202110310htx
John Wolford,WolfJo00,passing,LAR,1,2,5,NA,NA,-1,-0.5,-2,-2,-1,7,7,0,0.0%,0,0.0%,1,0,0,0,1,33.3%,0,NA,202110310htx
Davis Mills,MillDa02,passing,HOU,29,38,310,13,30.2,256,6.7,192,6.6,5.1,118,4.1,0,0.0%,5,13.5%,5,17,3,1,9,20.9%,0,NA,202110310htx
Rex Burkhead,BurkRe00,passing,HOU,0,1,0,0,0,7,7,0,NA,0,0,NA,0,0.0%,0,0.0%,0,0,0,0,0,0.0%,0,NA,202110310htx
