player_name,pfr_player_id,adv_stat_category,team,tgt,rec,receiving_yards,receiving_td,receiving_fd,receiving_yards_before_catch,receiving_yards_before_catch_avg,receiving_yards_after_catch,receiving_yards_after_catch_avg,adot,receiving_broken_tackles,receiving_per_broken_tackle,receiving_drop,receiving_drop_pct,receiving_int,receiving_rat,pfr_game_id
DeVante Parker,ParkDe01,receiving,MIA,8,6,59,0,3,49,8.2,10,1.7,8.1,0,NA,0,0,0,95.3,201910280pit
Preston Williams,WillPr01,receiving,MIA,7,4,42,0,3,36,9,6,1.5,13.3,0,NA,1,14.3,0,74.7,201910280pit
Mark Walton,WaltMa00,receiving,MIA,6,3,19,0,0,2,0.7,17,5.7,-1.3,0,NA,1,16.7,0,56.9,201910280pit
Mike Gesicki,GesiMi00,receiving,MIA,3,2,10,0,NA,6,3,4,2,9.3,0,NA,0,0,0,71.5,201910280pit
Jakeem Grant,GranJa00,receiving,MIA,3,2,32,0,2,31,15.5,1,0.5,28,0,NA,0,0,1,62.5,201910280pit
Kalen Ballage,BallKa00,receiving,MIA,1,1,11,0,1,-3,-3,14,14,-3,0,NA,0,0,0,112.5,201910280pit
Michael Deiter,DeitMi00,receiving,MIA,1,1,0,0,NA,0,0,0,0,0,0,NA,0,0,0,79.2,201910280pit
Allen Hurns,HurnAl01,receiving,MIA,1,1,12,1,1,6,6,6,6,6,1,1,0,0,0,156.2,201910280pit
Albert Wilson,WilsAl02,receiving,MIA,2,1,5,1,1,2,2,3,3,5.5,0,NA,0,0,0,95.8,201910280pit
Nick O'Leary,OLeaNi00,receiving,MIA,1,0,0,0,NA,0,NA,0,NA,12,0,NA,1,100,1,0,201910280pit
Diontae Johnson,JohnDi01,receiving,PIT,7,5,84,1,4,41,8.2,43,8.6,12.9,1,5,0,0,0,151.2,201910280pit
JuJu Smith-Schuster,SmitJu00,receiving,PIT,9,5,103,1,4,90,18,13,2.6,18.3,0,NA,0,0,1,93.5,201910280pit
James Conner,ConnJa00,receiving,PIT,4,3,5,0,1,-7,-2.3,12,4,-2,1,3,0,0,0,77.1,201910280pit
Vance McDonald,McDoVa00,receiving,PIT,4,3,19,0,1,12,4,7,2.3,8.8,0,NA,0,0,0,84.4,201910280pit
Roosevelt Nix,NixxRo01,receiving,PIT,2,2,4,0,NA,-5,-2.5,9,4.5,-2.5,0,NA,0,0,0,79.2,201910280pit
Nick Vannett,VannNi00,receiving,PIT,2,1,15,0,1,1,1,14,14,3.5,0,NA,0,0,0,75,201910280pit
James Washington,WashJa00,receiving,PIT,6,1,21,0,1,19,19,2,2,22.3,0,NA,1,16.7,0,41.7,201910280pit
Donte Moncrief,MoncDo00,receiving,PIT,2,0,0,0,NA,0,NA,0,NA,30.5,0,NA,0,0,0,39.6,201910280pit
