player_name,pfr_player_id,adv_stat_category,team,tgt,rec,receiving_yards,receiving_td,receiving_fd,receiving_yards_before_catch,receiving_yards_before_catch_avg,receiving_yards_after_catch,receiving_yards_after_catch_avg,adot,receiving_broken_tackles,receiving_per_broken_tackle,receiving_drop,receiving_drop_pct,receiving_int,receiving_rat,pfr_game_id
Mark Andrews,AndrMa00,receiving,BAL,10,8,125,1,7,79,9.9,46,5.8,10.8,1,8,0,0,0,152.1,202112260cin
James Proche,ProcJa00,receiving,BAL,8,7,76,0,4,63,9,13,1.9,8.8,0,NA,0,0,1,66.7,202112260cin
Marquise Brown,BrowMa04,receiving,BAL,9,5,44,0,3,15,3,29,5.8,7.2,0,NA,0,0,0,68.7,202112260cin
Rashod Bateman,BateRa00,receiving,BAL,5,4,26,1,3,20,5,6,1.5,4.2,0,NA,0,0,0,127.9,202112260cin
Devonta Freeman,FreeDe00,receiving,BAL,2,2,3,0,0,-1,-0.5,4,2,-0.5,0,NA,0,0,0,79.2,202112260cin
Latavius Murray,MurrLa00,receiving,BAL,1,1,12,0,1,3,3,9,9,3,0,NA,0,0,0,116.7,202112260cin
Tylan Wallace,WallTy00,receiving,BAL,2,1,18,0,1,4,4,14,14,2,2,0.5,0,0,0,81.2,202112260cin
Tee Higgins,HiggTe00,receiving,CIN,13,12,194,2,12,146,12.2,48,4,11.4,1,12,1,7.7,0,158.3,202112260cin
Ja'Marr Chase,ChasJa00,receiving,CIN,10,7,125,0,7,49,7,76,10.9,9.6,0,NA,0,0,0,112.5,202112260cin
Joe Mixon,MixoJo00,receiving,CIN,6,6,70,1,2,40,6.7,30,5,6.7,0,NA,0,0,0,154.9,202112260cin
C.J. Uzomah,UzomC.00,receiving,CIN,7,5,36,0,3,11,2.2,25,5,2.6,0,NA,1,14.3,0,83,202112260cin
Tyler Boyd,BoydTy00,receiving,CIN,5,3,85,1,2,23,7.7,62,20.7,11.8,0,NA,0,0,0,143.7,202112260cin
Samaje Perine,PeriSa00,receiving,CIN,2,2,6,0,NA,-4,-2,10,5,-2,0,NA,0,0,0,79.2,202112260cin
Drew Sample,SampDr00,receiving,CIN,2,2,9,0,NA,4,2,5,2.5,2,0,NA,0,0,0,85.4,202112260cin
Chris Evans,EvanCh02,receiving,CIN,1,0,0,0,NA,0,NA,0,NA,12,0,NA,0,0,0,39.6,202112260cin
