player_name,pfr_player_id,adv_stat_category,team,tgt,rec,receiving_yards,receiving_td,receiving_fd,receiving_yards_before_catch,receiving_yards_before_catch_avg,receiving_yards_after_catch,receiving_yards_after_catch_avg,adot,receiving_broken_tackles,receiving_per_broken_tackle,receiving_drop,receiving_drop_pct,receiving_int,receiving_rat,pfr_game_id
Tyler Boyd,BoydTy00,receiving,CIN,8,6,49,0,3,30,5,19,3.2,7,0,NA,0,0,0,90.1,202111210rai
Ja'Marr Chase,ChasJa00,receiving,CIN,6,3,32,1,3,24,8,8,2.7,20.8,1,3,0,0,0,105.6,202111210rai
Samaje Perine,PeriSa00,receiving,CIN,3,3,18,0,1,-2,-0.7,20,6.7,-0.7,0,NA,0,0,0,91.7,202111210rai
Tee Higgins,HiggTe00,receiving,CIN,3,2,15,0,1,8,4,7,3.5,5.3,0,NA,0,0,0,78.5,202111210rai
C.J. Uzomah,UzomC.00,receiving,CIN,3,2,9,0,1,4,2,5,2.5,3,0,NA,0,0,0,70.1,202111210rai
Chris Evans,EvanCh02,receiving,CIN,1,1,7,0,NA,4,4,3,3,4,0,NA,0,0,0,95.8,202111210rai
Stanley Morgan Jr.,MorgSt02,receiving,CIN,1,1,3,0,NA,-9,-9,12,12,-9,0,NA,0,0,0,79.2,202111210rai
Drew Sample,SampDr00,receiving,CIN,2,1,3,0,NA,-5,-5,8,8,1,0,NA,0,0,0,56.2,202111210rai
Mike Thomas,ThomMi04,receiving,CIN,1,1,12,0,1,9,9,3,3,9,0,NA,0,0,0,116.7,202111210rai
Darren Waller,WallDa01,receiving,LVR,8,7,116,0,4,68,9.7,48,6.9,10.6,1,7,0,0,1,79.2,202111210rai
Josh Jacobs,JacoJo01,receiving,LVR,7,5,24,0,0,2,0.4,22,4.4,0.7,0,NA,1,14.3,0,75.9,202111210rai
Hunter Renfrow,RenfHu00,receiving,LVR,4,4,30,0,2,15,3.8,15,3.8,3.8,0,NA,0,0,0,97.9,202111210rai
Kenyan Drake,DrakKe00,receiving,LVR,2,1,6,0,0,3,3,3,3,-1,0,NA,0,0,0,56.2,202111210rai
Zay Jones,JoneZa00,receiving,LVR,2,1,20,0,1,20,20,0,0,37,0,NA,0,0,0,85.4,202111210rai
Foster Moreau,MoreFo00,receiving,LVR,2,1,19,1,1,19,19,0,0,17,0,NA,0,0,0,122.9,202111210rai
