player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,completed_air_yards_per_cmp,completed_air_yards_per_att,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,times_pressured_pct,scramble_attempts,yards_per_scramble,pfr_game_id
Justin Herbert,HerbJu00,passing,LAC,22,39,195,11,26.8,254,6.5,85,3.9,2.2,110,5,2,5.1%,8,20.5%,2,11,2,2,6,14.3%,1,10,202110170rav
Lamar Jackson,JackLa00,passing,BAL,19,27,167,12,40,179,6.6,96,5.1,3.6,71,3.7,2,7.4%,6,22.2%,3,17,2,5,10,30.3%,3,9.3,202110170rav
