player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
AJ Dillon,DillAJ00,rushing,GNB,11,53,2,43,3.9,10,0.9,0,NA,202111210min
Patrick Taylor,TaylPa01,rushing,GNB,4,11,NA,7,1.8,4,1,0,NA,202111210min
Aaron Rodgers,RodgAa00,rushing,GNB,2,21,1,21,10.5,0,0,0,NA,202111210min
Jordan Love,LoveJo03,rushing,GNB,1,-1,NA,-1,-1,0,0,0,NA,202111210min
Equanimeous St. Brown,St.BEq00,rushing,GNB,1,11,1,4,4,7,7,0,NA,202111210min
Dalvin Cook,CookDa01,rushing,MIN,22,86,6,48,2.2,38,1.7,0,NA,202111210min
Alexander Mattison,MattAl01,rushing,MIN,3,5,NA,3,1,2,0.7,0,NA,202111210min
Kirk Cousins,CousKi00,rushing,MIN,2,-4,0,-4,-2,0,0,0,NA,202111210min
C.J. Ham,HamxC.00,rushing,MIN,1,0,NA,0,0,0,0,0,NA,202111210min
Justin Jefferson,JeffJu00,rushing,MIN,1,3,0,3,3,0,0,0,NA,202111210min
