player_name,pfr_player_id,adv_stat_category,team,tgt,rec,receiving_yards,receiving_td,receiving_fd,receiving_yards_before_catch,receiving_yards_before_catch_avg,receiving_yards_after_catch,receiving_yards_after_catch_avg,adot,receiving_broken_tackles,receiving_per_broken_tackle,receiving_drop,receiving_drop_pct,receiving_int,receiving_rat,pfr_game_id
Terry McLaurin,McLaTe00,receiving,WAS,13,6,123,2,5,115,19.2,8,1.3,16.7,1,6,0,0,0,119.6,202110030atl
J.D. McKissic,McKiJ.00,receiving,WAS,5,5,44,1,2,-1,-0.2,45,9,-0.2,0,NA,0,0,0,142.9,202110030atl
Curtis Samuel,SamuCu00,receiving,WAS,4,4,19,0,3,-5,-1.3,24,6,-1.3,0,NA,0,0,0,86.5,202110030atl
Ricky Seals-Jones,SealRi00,receiving,WAS,4,2,19,0,1,-1,-0.5,20,10,7.8,1,2,1,25,0,63.5,202110030atl
Antonio Gibson,GibsAn00,receiving,WAS,2,2,12,0,1,-7,-3.5,19,9.5,-3.5,0,NA,0,0,0,91.7,202110030atl
DeAndre Carter,CartDe02,receiving,WAS,1,1,24,0,1,18,18,6,6,18,0,NA,0,0,0,118.7,202110030atl
Jaret Patterson,PattJa01,receiving,WAS,1,1,11,0,1,2,2,9,9,2,0,NA,0,0,0,112.5,202110030atl
Adam Humphries,HumpAd00,receiving,WAS,1,1,19,0,1,11,11,8,8,11,0,NA,0,0,0,118.7,202110030atl
Dyami Brown,BrowDy00,receiving,WAS,2,1,19,0,1,14,14,5,5,14.5,0,NA,0,0,0,83.3,202110030atl
Calvin Ridley,RidlCa00,receiving,ATL,13,7,80,0,5,63,9,17,2.4,15.2,0,NA,0,0,0,72.6,202110030atl
Cordarrelle Patterson,PattCo00,receiving,ATL,6,5,82,3,4,55,11,27,5.4,9.2,1,5,0,0,0,158.3,202110030atl
Hayden Hurst,HursHa00,receiving,ATL,4,4,29,0,1,15,3.8,14,3.5,3.8,0,NA,0,0,0,96.9,202110030atl
Kyle Pitts,PittKy00,receiving,ATL,9,4,50,0,3,41,10.3,9,2.3,9.6,0,NA,0,0,0,62.3,202110030atl
Mike Davis,DaviMi01,receiving,ATL,2,2,12,1,1,-8,-4,20,10,-4,2,1,0,0,0,131.2,202110030atl
Tajae Sharpe,SharTa00,receiving,ATL,2,2,15,0,NA,14,7,1,0.5,7,0,NA,0,0,0,97.9,202110030atl
Olamide Zaccheaus,ZaccOl01,receiving,ATL,3,1,15,0,1,14,14,1,1,13.3,0,NA,1,33.3,0,50.7,202110030atl
Wayne Gallman,GallWa00,receiving,ATL,1,0,0,0,0,0,NA,0,NA,4,0,NA,0,0,0,39.6,202110030atl
