player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Myles Gaskin,GaskMy00,rushing,MIA,16,57,2,36,2.3,21,1.3,0,NA,202010110sfo
Matt Breida,BreiMa00,rushing,MIA,9,28,1,14,1.6,14,1.6,0,NA,202010110sfo
Lynn Bowden Jr.,BowdLy00,rushing,MIA,3,4,1,2,0.7,2,0.7,0,NA,202010110sfo
Ryan Fitzpatrick,FitzRy00,rushing,MIA,3,16,1,16,5.3,0,0,0,NA,202010110sfo
Clayton Fejedelem,FejeCl00,rushing,MIA,1,1,1,1,1,0,0,0,NA,202010110sfo
Jakeem Grant,GranJa00,rushing,MIA,1,-12,0,-12,-12,0,0,0,NA,202010110sfo
Raheem Mostert,MostRa00,rushing,SFO,11,90,3,63,5.7,27,2.5,1,11,202010110sfo
Jeff Wilson,WilsJe01,rushing,SFO,4,27,2,13,3.3,14,3.5,1,4,202010110sfo
Kyle Juszczyk,JuszKy00,rushing,SFO,2,11,2,7,3.5,4,2,0,NA,202010110sfo
Jerick McKinnon,McKiJe00,rushing,SFO,1,0,NA,0,0,0,0,0,NA,202010110sfo
Deebo Samuel,SamuDe00,rushing,SFO,1,3,0,1,1,2,2,0,NA,202010110sfo
