player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Mark Ingram,IngrMa01,rushing,NOR,14,47,2,31,2.2,16,1.1,1,14,202111140oti
Taysom Hill,HillTa00,rushing,NOR,3,23,2,14,4.7,9,3,1,3,202111140oti
Dwayne Washington,WashDw00,rushing,NOR,2,8,NA,4,2,4,2,0,NA,202111140oti
Deonte Harris,HarrDe07,rushing,NOR,1,6,0,3,3,3,3,0,NA,202111140oti
Ty Montgomery,MontTy01,rushing,NOR,1,2,1,1,1,1,1,0,NA,202111140oti
D'Onta Foreman,ForeDO00,rushing,TEN,11,30,0,12,1.1,18,1.6,0,NA,202111140oti
Adrian Peterson,PeteAd01,rushing,TEN,8,21,1,13,1.6,8,1,0,NA,202111140oti
Ryan Tannehill,TannRy00,rushing,TEN,5,1,2,-1,-0.2,2,0.4,0,NA,202111140oti
Jeremy McNichols,McNiJe00,rushing,TEN,4,7,NA,5,1.3,2,0.5,0,NA,202111140oti
A.J. Brown,BrowAJ00,rushing,TEN,1,7,1,5,5,2,2,0,NA,202111140oti
