player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,prss_percent,scramble_attempts,yards_per_scramble,pfr_game_id
Philip Rivers,RivePh00,passing,LAC,26,36,299,17,44.7,241,6.7,168,6.5,4.7,131,5,3,8.3%,3,8.3%,2,17,5,7,14,36.8%,0,NA,201812020pit
Ben Roethlisberger,RoetBe00,passing,PIT,29,45,281,15,32.6,376,8.4,173,6,3.8,108,3.7,2,4.4%,8,17.8%,1,2,5,1,7,15.2%,0,NA,201812020pit
