player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,completed_air_yards_per_cmp,completed_air_yards_per_att,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,times_pressured_pct,scramble_attempts,yards_per_scramble,pfr_game_id
Carson Wentz,WentCa00,passing,IND,16,22,158,8,34.8,154,7,82,5.1,3.7,76,4.8,1,4.5%,4,18.2%,1,9,2,2,5,20.8%,1,7,202112050htx
Davis Mills,MillDa02,passing,HOU,6,14,49,3,18.8,63,4.5,13,2.2,0.9,36,6,1,7.7%,3,23.1%,2,8,2,4,8,44.4%,2,5.5,202112050htx
Tyrod Taylor,TaylTy00,passing,HOU,5,13,45,3,20,68,5.2,-1,-0.2,-0.1,46,9.2,0,0.0%,6,46.2%,2,6,1,3,6,35.3%,2,5.5,202112050htx
