player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Jeff Wilson,WilsJe01,rushing,SFO,16,60,4,36,2.3,24,1.5,1,16,202012200dal
Raheem Mostert,MostRa00,rushing,SFO,14,68,4,42,3,26,1.9,1,14,202012200dal
Tevin Coleman,ColeTe01,rushing,SFO,3,11,NA,6,2,5,1.7,0,NA,202012200dal
Kyle Juszczyk,JuszKy00,rushing,SFO,2,4,1,2,1,2,1,0,NA,202012200dal
Nick Mullens,MullNi00,rushing,SFO,1,7,0,7,7,0,0,0,NA,202012200dal
Tony Pollard,PollTo00,rushing,DAL,12,69,2,21,1.8,48,4,2,6,202012200dal
Rico Dowdle,DowdRi01,rushing,DAL,4,11,NA,5,1.3,6,1.5,0,NA,202012200dal
Amari Cooper,CoopAm00,rushing,DAL,2,-7,NA,-9,-4.5,2,1,0,NA,202012200dal
Andy Dalton,DaltAn00,rushing,DAL,2,8,0,6,3,2,1,0,NA,202012200dal
Blake Bell,BellBl00,rushing,DAL,1,2,1,1,1,1,1,0,NA,202012200dal
Noah Brown,BrowNo00,rushing,DAL,1,4,0,1,1,3,3,0,NA,202012200dal
