player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Alvin Kamara,KamaAl00,rushing,NOR,16,66,5,38,2.4,28,1.8,0,NA,201809230atl
Drew Brees,BreeDr00,rushing,NOR,3,7,2,2,0.7,5,1.7,1,3,201809230atl
Mike Gillislee,GillMi00,rushing,NOR,3,10,1,3,1,7,2.3,1,3,201809230atl
Taysom Hill,HillTa00,rushing,NOR,3,39,2,-2,-0.7,41,13.7,3,1,201809230atl
Ted Ginn Jr.,GinnTe00,rushing,NOR,1,20,1,20,20,0,0,0,NA,201809230atl
Jonathan Williams,WillJo07,rushing,NOR,1,1,NA,1,1,0,0,0,NA,201809230atl
Tevin Coleman,ColeTe01,rushing,ATL,15,33,1,24,1.6,9,0.6,0,NA,201809230atl
Matt Ryan,RyanMa00,rushing,ATL,4,12,0,7,1.8,5,1.3,0,NA,201809230atl
Ito Smith,SmitIt00,rushing,ATL,2,-6,0,-8,-4,2,1,0,NA,201809230atl
Calvin Ridley,RidlCa00,rushing,ATL,1,9,0,7,7,2,2,0,NA,201809230atl
