player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,prss_percent,scramble_attempts,yards_per_scramble,pfr_game_id
Brock Osweiler,OsweBr00,passing,MIA,21,37,241,10,25.6,379,10.2,145,6.9,3.9,96,4.6,0,0.0%,6,18.2%,2,6,7,0,9,23.1%,0,NA,201810250htx
Danny Amendola,AmenDa00,passing,MIA,1,1,28,1,100,25,25,25,25,25,3,3,0,0.0%,0,0.0%,0,0,0,0,0,0.0%,0,NA,201810250htx
Deshaun Watson,WatsDe00,passing,HOU,16,20,239,8,40,185,9.3,138,8.6,6.9,101,6.3,0,0.0%,3,15.0%,0,7,4,0,4,19.0%,1,14,201810250htx
