player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,times_pressured_pct,scramble_attempts,yards_per_scramble,pfr_game_id
Andy Dalton,DaltAn00,passing,CIN,35,51,418,18,32.1,381,7.5,232,6.6,4.5,186,5.3,3,6.1%,5,10.2%,5,16,6,1,12,21.4%,0,NA,201909080sea
Russell Wilson,WilsRu00,passing,SEA,14,20,195,6,25,197,9.9,99,7.1,5,96,6.9,2,10.5%,3,15.8%,4,6,2,4,10,41.7%,0,NA,201909080sea
