player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Joe Mixon,MixoJo00,rushing,CIN,18,54,2,23,1.3,31,1.7,1,18,202010180clt
Giovani Bernard,BernGi00,rushing,CIN,8,15,2,4,0.5,11,1.4,0,NA,202010180clt
Joe Burrow,BurrJo01,rushing,CIN,3,2,1,1,0.3,1,0.3,0,NA,202010180clt
Tyler Boyd,BoydTy00,rushing,CIN,1,25,1,25,25,0,0,0,NA,202010180clt
Tee Higgins,HiggTe00,rushing,CIN,1,2,0,0,0,2,2,0,NA,202010180clt
Samaje Perine,PeriSa00,rushing,CIN,1,0,NA,0,0,0,0,0,NA,202010180clt
Jonathan Taylor,TaylJo02,rushing,IND,12,60,4,42,3.5,18,1.5,0,NA,202010180clt
Trey Burton,BurtTr01,rushing,IND,1,1,1,1,1,0,0,0,NA,202010180clt
Philip Rivers,RivePh00,rushing,IND,1,-1,0,-1,-1,0,0,0,NA,202010180clt
Jordan Wilkins,WilkJo01,rushing,IND,1,-1,NA,-1,-1,0,0,0,NA,202010180clt
