player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,prss_percent,scramble_attempts,yards_per_scramble,pfr_game_id
Mitchell Trubisky,TrubMi00,passing,CHI,24,35,220,11,28.9,338,9.7,111,4.6,3.2,109,4.5,0,0.0%,6,17.1%,3,13,0,2,5,12.5%,2,4,201809230crd
Sam Bradford,BradSa00,passing,ARI,13,19,157,6,27.3,171,9,80,6.2,4.2,77,5.9,1,5.3%,1,5.3%,3,4,0,3,6,27.3%,0,NA,201809230crd
Josh Rosen,RoseJo01,passing,ARI,4,7,36,2,25,77,11,37,9.3,5.3,-1,-0.3,0,0.0%,1,16.7%,1,2,1,2,4,44.4%,1,12,201809230crd
