player_name,pfr_player_id,adv_stat_category,team,tgt,rec,receiving_yards,receiving_td,receiving_fd,receiving_yards_before_catch,receiving_yards_before_catch_avg,receiving_yards_after_catch,receiving_yards_after_catch_avg,adot,receiving_broken_tackles,receiving_per_broken_tackle,receiving_drop,receiving_drop_pct,receiving_int,receiving_rat,pfr_game_id
Tyler Lockett,LockTy00,receiving,SEA,5,4,24,0,1,20,5,4,1,5.8,0,NA,0,0,0,86.7,202110030sfo
D.K. Metcalf,MetcDK00,receiving,SEA,8,4,65,1,3,36,9,29,7.3,10.9,1,4,1,12.5,0,117.2,202110030sfo
Freddie Swain,SwaiFr00,receiving,SEA,4,3,20,1,1,10,3.3,10,3.3,3.3,0,NA,0,0,0,125,202110030sfo
Alex Collins,CollAl00,receiving,SEA,2,2,34,0,1,8,4,26,13,4,0,NA,0,0,0,118.7,202110030sfo
Will Dissly,DissWi00,receiving,SEA,2,2,5,0,NA,-7,-3.5,12,6,-3.5,0,NA,0,0,0,79.2,202110030sfo
Chris Carson,CarsCh00,receiving,SEA,1,1,1,0,0,-5,-5,6,6,-5,0,NA,0,0,0,79.2,202110030sfo
Deebo Samuel,SamuDe00,receiving,SFO,12,8,156,2,5,70,8.8,86,10.8,7.1,2,4,0,0,0,149.3,202110030sfo
Kyle Juszczyk,JuszKy00,receiving,SFO,4,4,41,0,2,9,2.3,32,8,2.3,0,NA,0,0,0,109.4,202110030sfo
George Kittle,KittGe00,receiving,SFO,11,4,40,0,2,18,4.5,22,5.5,8.4,1,4,0,0,1,9.7,202110030sfo
Mohamed Sanu,SanuMo00,receiving,SFO,5,4,35,0,3,21,5.3,14,3.5,5.4,0,NA,0,0,0,95.8,202110030sfo
Brandon Aiyuk,AiyuBr00,receiving,SFO,3,1,15,0,1,8,8,7,7,15.3,0,NA,1,33.3,0,50.7,202110030sfo
Ross Dwelley,DwelRo00,receiving,SFO,1,1,21,1,1,21,21,0,0,21,0,NA,0,0,0,158.3,202110030sfo
Jauan Jennings,JennJa00,receiving,SFO,1,1,14,0,1,14,14,0,0,14,0,NA,0,0,0,118.7,202110030sfo
Trent Sherfield,SherTr00,receiving,SFO,2,0,0,0,NA,0,NA,0,NA,12,0,NA,0,0,0,39.6,202110030sfo
