player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,times_pressured_pct,scramble_attempts,yards_per_scramble,pfr_game_id
Daniel Jones,JoneDa05,passing,NYG,25,40,241,15,34.1,254,6.4,166,6.6,4.2,75,3,2,5.6%,4,11.1%,4,14,1,1,6,12.8%,3,7,202009200chi
Mitchell Trubisky,TrubMi00,passing,CHI,18,28,190,11,34.4,239,8.5,119,6.6,4.3,71,3.9,1,3.6%,4,14.3%,4,8,1,1,6,18.2%,1,12,202009200chi
