player_name,pfr_player_id,adv_stat_category,team,tgt,rec,receiving_yards,receiving_td,receiving_fd,receiving_yards_before_catch,receiving_yards_before_catch_avg,receiving_yards_after_catch,receiving_yards_after_catch_avg,adot,receiving_broken_tackles,receiving_per_broken_tackle,receiving_drop,receiving_drop_pct,receiving_int,receiving_rat,pfr_game_id
T.Y. Hilton,HiltT.00,receiving,IND,4,4,37,0,3,23,5.8,14,3.5,5.8,1,4,0,0,0,105.2,201910060kan
Nyheim Hines,HineNy00,receiving,IND,5,4,46,0,2,3,0.8,43,10.8,0.8,1,4,0,0,0,105,201910060kan
Jack Doyle,DoylJa00,receiving,IND,3,3,19,0,1,3,1,16,5.3,1,0,NA,0,0,0,93.1,201910060kan
Marlon Mack,MackMa00,receiving,IND,3,3,16,0,0,-4,-1.3,20,6.7,-1.3,0,NA,0,0,0,88.9,201910060kan
Mo Alie-Cox,AlieMo00,receiving,IND,2,1,10,0,1,1,1,9,9,2,0,NA,0,0,0,64.6,201910060kan
Deon Cain,CainDe00,receiving,IND,1,1,7,0,NA,7,7,0,0,7,0,NA,0,0,0,95.8,201910060kan
Eric Ebron,EbroEr00,receiving,IND,4,1,8,0,NA,6,6,2,2,11.3,0,NA,0,0,1,0,201910060kan
Zach Pascal,PascZa00,receiving,IND,2,1,8,0,0,6,6,2,2,6.5,0,NA,0,0,0,60.4,201910060kan
Chester Rogers,RogeCh02,receiving,IND,2,0,0,0,NA,0,NA,0,NA,12.5,0,NA,0,0,0,39.6,201910060kan
Byron Pringle,PrinBy00,receiving,KAN,8,6,103,1,4,74,12.3,29,4.8,13.1,1,6,1,12.5,0,156.2,201910060kan
Mecole Hardman,HardMe00,receiving,KAN,6,4,79,0,3,69,17.3,10,2.5,11.8,0,NA,0,0,0,109.7,201910060kan
Travis Kelce,KelcTr00,receiving,KAN,10,4,70,0,4,48,12,22,5.5,12.4,0,NA,1,10,0,64.6,201910060kan
Demarcus Robinson,RobiDe01,receiving,KAN,6,3,31,0,1,27,9,4,1.3,14.3,1,3,0,0,0,65.3,201910060kan
Damien Williams,WillDa05,receiving,KAN,4,3,15,0,0,3,1,12,4,5.5,0,NA,1,25,0,80.2,201910060kan
LeSean McCoy,McCoLe01,receiving,KAN,2,2,23,0,NA,-9,-4.5,32,16,-4.5,0,NA,0,0,0,114.6,201910060kan
Anthony Sherman,SherAn00,receiving,KAN,1,0,0,0,0,0,NA,0,NA,11,0,NA,1,100,0,39.6,201910060kan
