player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Austin Ekeler,EkelAu00,rushing,LAC,11,55,2,34,3.1,21,1.9,0,NA,202109260kan
Justin Herbert,HerbJu00,rushing,LAC,4,16,1,15,3.8,1,0.3,0,NA,202109260kan
Larry Rountree,RounLa00,rushing,LAC,4,3,NA,2,0.5,1,0.3,0,NA,202109260kan
Justin Jackson,JackJu01,rushing,LAC,2,0,NA,0,0,0,0,0,NA,202109260kan
Jalen Guyton,GuytJa01,rushing,LAC,1,3,NA,2,2,1,1,0,NA,202109260kan
Clyde Edwards-Helaire,EdwaCl00,rushing,KAN,17,100,5,68,4,32,1.9,0,NA,202109260kan
Darrel Williams,WillDa10,rushing,KAN,7,28,3,22,3.1,6,0.9,0,NA,202109260kan
Patrick Mahomes,MahoPa00,rushing,KAN,4,45,2,44,11,1,0.3,0,NA,202109260kan
Mecole Hardman,HardMe00,rushing,KAN,1,2,0,2,2,0,0,0,NA,202109260kan
Tyreek Hill,HillTy00,rushing,KAN,1,11,1,11,11,0,0,0,NA,202109260kan
