player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,completed_air_yards_per_cmp,completed_air_yards_per_att,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,times_pressured_pct,scramble_attempts,yards_per_scramble,pfr_game_id
Tim Boyle,BoylTi00,passing,DET,24,34,187,11,32.4,230,6.8,102,4.3,3,85,3.5,0,0.0%,8,23.5%,0,3,2,2,4,11.8%,0,NA,202112260atl
Jack Fox,FoxxJa01,passing,DET,1,1,21,1,100,8,8,8,8,8,13,13,0,0.0%,0,0.0%,0,1,0,0,0,0.0%,0,NA,202112260atl
Matt Ryan,RyanMa00,passing,ATL,18,24,215,10,37,179,7.5,139,7.7,5.8,76,4.2,1,4.5%,0,0.0%,3,8,2,1,6,22.2%,0,NA,202112260atl
