player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Alvin Kamara,KamaAl00,rushing,NOR,24,89,4,56,2.3,33,1.4,4,6,202109260nwe
Taysom Hill,HillTa00,rushing,NOR,6,32,3,16,2.7,16,2.7,2,3,202109260nwe
Jameis Winston,WinsJa00,rushing,NOR,5,4,1,1,0.2,3,0.6,0,NA,202109260nwe
Tony Jones,JoneTo04,rushing,NOR,2,12,1,9,4.5,3,1.5,0,NA,202109260nwe
Alex Armah,ArmaAl00,rushing,NOR,1,5,1,3,3,2,2,0,NA,202109260nwe
Damien Harris,HarrDa06,rushing,NWE,6,14,NA,8,1.3,6,1,1,6,202109260nwe
Mac Jones,JoneMa05,rushing,NWE,6,28,4,28,4.7,0,0,0,NA,202109260nwe
Brandon Bolden,BoldBr00,rushing,NWE,3,-1,0,-1,-0.3,0,0,0,NA,202109260nwe
J.J. Taylor,TaylJJ01,rushing,NWE,1,2,NA,1,1,1,1,0,NA,202109260nwe
James White,WhitJa02,rushing,NWE,1,6,1,5,5,1,1,0,NA,202109260nwe
