player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,prss_percent,scramble_attempts,yards_per_scramble,pfr_game_id
Kirk Cousins,CousKi00,passing,MIN,16,22,260,10,40,276,12.5,166,10.4,7.5,94,5.9,0,0.0%,3,14.3%,3,12,1,5,9,34.6%,1,2,202010040htx
Deshaun Watson,WatsDe00,passing,HOU,20,33,300,12,33.3,300,9.1,198,9.9,6,102,5.1,1,3.2%,7,22.6%,3,9,3,1,7,17.5%,4,2.3,202010040htx
