player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,prss_percent,scramble_attempts,yards_per_scramble,pfr_game_id
Dak Prescott,PresDa01,passing,DAL,22,33,223,8,23.5,316,9.6,172,7.8,5.2,51,2.3,1,3.2%,4,12.9%,1,5,5,5,11,31.4%,1,7,201909290nor
Teddy Bridgewater,BridTe00,passing,NOR,23,30,193,6,17.1,195,6.5,111,4.8,3.7,82,3.6,3,10.0%,3,10.0%,5,3,4,1,10,27.0%,2,3,201909290nor
