player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,times_pressured_pct,scramble_attempts,yards_per_scramble,pfr_game_id
Jared Goff,GoffJa00,passing,LAR,32,43,424,20,45.5,229,5.3,162,5.1,3.8,262,8.2,2,5.0%,5,12.5%,1,13,1,2,4,9.1%,0,NA,201912010crd
Blake Bortles,BortBl00,passing,LAR,1,2,3,NA,NA,-3,-1.5,-3,-3,-1.5,6,6,0,0.0%,0,0.0%,0,1,0,0,0,0.0%,0,NA,201912010crd
Kyler Murray,MurrKy00,passing,ARI,19,34,163,9,22.5,175,5.1,64,3.4,1.9,99,5.2,0,0.0%,8,24.2%,6,12,5,0,11,26.2%,2,4,201912010crd
