player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,prss_percent,scramble_attempts,yards_per_scramble,pfr_game_id
Andy Dalton,DaltAn00,passing,DAL,16,23,185,11,44,186,8.1,120,7.5,5.2,65,4.1,1,4.5%,1,4.5%,2,10,0,2,4,16.0%,0,NA,202012130cin
Brandon Allen,AlleBr00,passing,CIN,27,36,217,13,36.1,129,3.6,72,2.7,2,145,5.4,2,5.6%,5,13.9%,0,2,2,2,4,10.5%,2,3.5,202012130cin
Ryan Finley,FinlRy00,passing,CIN,1,2,5,NA,NA,24,12,5,5,2.5,0,0,0,0.0%,1,50.0%,2,0,0,0,2,50.0%,0,NA,202012130cin
