player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Rashaad Penny,PennRa00,rushing,SEA,16,137,4,58,3.6,79,4.9,2,8,202112120htx
Alex Collins,CollAl00,rushing,SEA,7,16,1,11,1.6,5,0.7,0,NA,202112120htx
DeeJay Dallas,DallDe00,rushing,SEA,2,16,NA,13,6.5,3,1.5,0,NA,202112120htx
Russell Wilson,WilsRu00,rushing,SEA,2,8,1,8,4,0,0,0,NA,202112120htx
Gerald Everett,EverGe00,rushing,SEA,1,13,1,13,13,0,0,0,NA,202112120htx
Freddie Swain,SwaiFr00,rushing,SEA,1,3,NA,3,3,0,0,0,NA,202112120htx
Rex Burkhead,BurkRe00,rushing,HOU,11,40,4,35,3.2,5,0.5,1,11,202112120htx
Royce Freeman,FreeRo00,rushing,HOU,11,15,1,2,0.2,13,1.2,0,NA,202112120htx
Davis Mills,MillDa02,rushing,HOU,2,8,1,8,4,0,0,0,NA,202112120htx
Phillip Dorsett,DorsPh00,rushing,HOU,1,0,NA,0,0,0,0,0,NA,202112120htx
