player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,prss_percent,scramble_attempts,yards_per_scramble,pfr_game_id
Baker Mayfield,MayfBa00,passing,CLE,27,32,297,16,48.5,235,7.3,190,7,5.9,107,4,0,0.0%,2,6.7%,1,13,6,0,7,20.0%,2,4.5,202012200nyg
Colt McCoy,McCoCo00,passing,NYG,19,31,221,10,31.3,290,9.4,136,7.2,4.4,85,4.5,2,6.5%,6,19.4%,1,5,4,3,8,24.2%,1,4,202012200nyg
Riley Dixon,DixoRi00,passing,NYG,0,1,0,NA,NA,8,8,0,NA,0,0,NA,0,0.0%,0,0.0%,0,0,0,0,0,0.0%,0,NA,202012200nyg
