player_name,pfr_player_id,adv_stat_category,team,tgt,rec,receiving_yards,receiving_td,receiving_fd,receiving_yards_before_catch,receiving_yards_before_catch_avg,receiving_yards_after_catch,receiving_yards_after_catch_avg,adot,receiving_broken_tackles,receiving_per_broken_tackle,receiving_drop,receiving_drop_pct,receiving_int,receiving_rat,pfr_game_id
Diontae Johnson,JohnDi01,receiving,PIT,14,9,95,0,7,60,6.7,35,3.9,8.4,1,9,0,0,0,83.9,202111280cin
Pat Freiermuth,FreiPa00,receiving,PIT,4,4,40,1,2,26,6.5,14,3.5,6.5,2,2,0,0,0,147.9,202111280cin
Chase Claypool,ClayCh01,receiving,PIT,8,3,82,0,3,73,24.3,9,3,18.1,0,NA,1,12.5,1,36.5,202111280cin
Najee Harris,HarrNa00,receiving,PIT,5,3,14,0,1,-3,-1,17,5.7,-1,1,3,1,20,0,64.6,202111280cin
James Washington,WashJa00,receiving,PIT,2,1,3,0,NA,3,3,0,0,3,0,NA,0,0,1,16.7,202111280cin
Kalen Ballage,BallKa00,receiving,PIT,2,1,6,0,0,2,2,4,4,0,0,NA,1,50,0,56.2,202111280cin
Anthony Miller,MillAn02,receiving,PIT,1,1,2,0,NA,2,2,0,0,2,0,NA,0,0,0,79.2,202111280cin
Anthony McFarland Jr.,McFaAn00,receiving,PIT,1,1,11,0,1,0,0,11,11,0,0,NA,0,0,0,112.5,202111280cin
Zach Gentry,GentZa00,receiving,PIT,2,1,10,0,1,4,4,6,6,3.5,0,NA,0,0,0,64.6,202111280cin
Tee Higgins,HiggTe00,receiving,CIN,8,6,114,1,6,94,15.7,20,3.3,16.6,0,NA,0,0,1,116.7,202111280cin
Joe Mixon,MixoJo00,receiving,CIN,4,4,-2,0,0,-16,-4,14,3.5,-4,0,NA,0,0,0,79.2,202111280cin
Ja'Marr Chase,ChasJa00,receiving,CIN,3,3,39,0,2,7,2.3,32,10.7,2.3,1,3,0,0,0,118.7,202111280cin
C.J. Uzomah,UzomC.00,receiving,CIN,3,3,9,0,1,5,1.7,4,1.3,1.7,0,NA,0,0,0,79.2,202111280cin
Tyler Boyd,BoydTy00,receiving,CIN,2,2,13,0,NA,12,6,1,0.5,6,0,NA,0,0,0,93.7,202111280cin
Chris Evans,EvanCh02,receiving,CIN,1,1,5,0,1,-4,-4,9,9,-4,0,NA,0,0,0,87.5,202111280cin
Samaje Perine,PeriSa00,receiving,CIN,1,1,12,0,1,0,0,12,12,0,0,NA,0,0,0,116.7,202111280cin
Stanley Morgan Jr.,MorgSt02,receiving,CIN,1,0,0,0,NA,0,NA,0,NA,39,0,NA,0,0,0,39.6,202111280cin
Mike Thomas,ThomMi04,receiving,CIN,1,0,0,0,NA,0,NA,0,NA,6,0,NA,0,0,0,39.6,202111280cin
