player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Kenyan Drake,DrakKe00,rushing,ARI,16,60,6,28,1.8,32,2,1,16,202009130sfo
Kyler Murray,MurrKy00,rushing,ARI,13,91,4,91,7,0,0,0,NA,202009130sfo
Chase Edmonds,EdmoCh00,rushing,ARI,6,26,2,20,3.3,6,1,1,6,202009130sfo
Chris Streveler,StreCh00,rushing,ARI,1,3,1,0,0,3,3,0,NA,202009130sfo
Raheem Mostert,MostRa00,rushing,SFO,15,56,3,39,2.6,17,1.1,0,NA,202009130sfo
Tevin Coleman,ColeTe01,rushing,SFO,4,18,1,9,2.3,9,2.3,1,4,202009130sfo
Jerick McKinnon,McKiJe00,rushing,SFO,3,24,0,10,3.3,14,4.7,1,3,202009130sfo
Jimmy Garoppolo,GaroJi00,rushing,SFO,1,9,0,9,9,0,0,0,NA,202009130sfo
Kyle Juszczyk,JuszKy00,rushing,SFO,1,7,1,0,0,7,7,0,NA,202009130sfo
George Kittle,KittGe00,rushing,SFO,1,9,1,0,0,9,9,0,NA,202009130sfo
