player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
D'Andre Swift,SwifDA00,rushing,DET,15,67,5,42,2.8,25,1.7,2,7.5,202012200oti
Adrian Peterson,PeteAd01,rushing,DET,6,23,1,16,2.7,7,1.2,0,NA,202012200oti
Matthew Stafford,StafMa00,rushing,DET,2,12,1,12,6,0,0,0,NA,202012200oti
Jamal Agnew,AgneJa00,rushing,DET,1,7,0,7,7,0,0,0,NA,202012200oti
Chase Daniel,DaniCh00,rushing,DET,1,11,1,11,11,0,0,0,NA,202012200oti
T.J. Hockenson,HockTJ00,rushing,DET,1,0,0,0,0,0,0,0,NA,202012200oti
C.J. Moore,MoorCJ01,rushing,DET,1,3,NA,3,3,0,0,0,NA,202012200oti
Derrick Henry,HenrDe00,rushing,TEN,24,147,6,55,2.3,92,3.8,1,24,202012200oti
Darrynton Evans,EvanDa02,rushing,TEN,8,30,2,15,1.9,15,1.9,0,NA,202012200oti
Ryan Tannehill,TannRy00,rushing,TEN,3,21,2,21,7,0,0,0,NA,202012200oti
Logan Woodside,WoodLo00,rushing,TEN,3,-3,NA,-3,-1,0,0,0,NA,202012200oti
