player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,prss_percent,scramble_attempts,yards_per_scramble,pfr_game_id
Dak Prescott,PresDa01,passing,DAL,22,35,273,10,25.6,361,10.3,194,8.8,5.5,79,3.6,3,8.6%,6,17.1%,4,15,4,5,13,29.5%,5,6.6,201810210was
Alex Smith,SmitAl03,passing,WAS,14,25,178,8,30.8,280,11.2,97,6.9,3.9,81,5.8,3,13.0%,5,21.7%,1,6,3,2,6,20.7%,3,5.3,201810210was
