player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Leonard Fournette,FourLe00,rushing,JAX,18,43,3,19,1.1,24,1.3,3,6,201812230mia
Carlos Hyde,HydeCa00,rushing,JAX,8,47,2,24,3,23,2.9,0,NA,201812230mia
Blake Bortles,BortBl00,rushing,JAX,4,25,2,20,5,5,1.3,0,NA,201812230mia
Cody Kessler,KessCo00,rushing,JAX,1,2,1,1,1,1,1,0,NA,201812230mia
Dede Westbrook,WestDe00,rushing,JAX,1,9,0,4,4,5,5,0,NA,201812230mia
Kenyan Drake,DrakKe00,rushing,MIA,6,23,0,13,2.2,10,1.7,0,NA,201812230mia
Kalen Ballage,BallKa00,rushing,MIA,4,10,1,6,1.5,4,1,0,NA,201812230mia
Brandon Bolden,BoldBr00,rushing,MIA,4,9,0,7,1.8,2,0.5,0,NA,201812230mia
Ryan Tannehill,TannRy00,rushing,MIA,3,22,1,22,7.3,0,0,0,NA,201812230mia
Danny Amendola,AmenDa00,rushing,MIA,1,-2,0,-2,-2,0,0,0,NA,201812230mia
