player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Jalen Hurts,HurtJa00,rushing,PHI,13,61,4,56,4.3,5,0.4,0,NA,202110240rai
Boston Scott,ScotBo02,rushing,PHI,7,24,2,9,1.3,15,2.1,0,NA,202110240rai
Miles Sanders,SandMi01,rushing,PHI,6,30,2,16,2.7,14,2.3,0,NA,202110240rai
Kenneth Gainwell,GainKe00,rushing,PHI,5,20,0,11,2.2,9,1.8,0,NA,202110240rai
Jalen Reagor,ReagJa00,rushing,PHI,1,0,0,0,0,0,0,0,NA,202110240rai
Kenyan Drake,DrakKe00,rushing,LVR,14,69,5,36,2.6,33,2.4,0,NA,202110240rai
Josh Jacobs,JacoJo01,rushing,LVR,6,29,1,21,3.5,8,1.3,0,NA,202110240rai
Jalen Richard,RichJa01,rushing,LVR,4,8,NA,2,0.5,6,1.5,0,NA,202110240rai
Derek Carr,CarrDe02,rushing,LVR,2,1,0,1,0.5,0,0,0,NA,202110240rai
Alec Ingold,IngoAl01,rushing,LVR,1,1,1,1,1,0,0,0,NA,202110240rai
Marcus Mariota,MariMa01,rushing,LVR,1,4,NA,3,3,1,1,0,NA,202110240rai
Henry Ruggs III,RuggHe00,rushing,LVR,1,7,0,7,7,0,0,0,NA,202110240rai
