player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Clyde Edwards-Helaire,EdwaCl00,rushing,KAN,9,32,0,20,2.2,12,1.3,0,NA,202112160sdg
Darrel Williams,WillDa10,rushing,KAN,5,12,1,9,1.8,3,0.6,0,NA,202112160sdg
Patrick Mahomes,MahoPa00,rushing,KAN,3,32,1,31,10.3,1,0.3,0,NA,202112160sdg
Blake Bell,BellBl00,rushing,KAN,1,3,1,3,3,0,0,0,NA,202112160sdg
Michael Burton,BurtMi00,rushing,KAN,1,7,1,3,3,4,4,0,NA,202112160sdg
Mecole Hardman,HardMe00,rushing,KAN,1,0,NA,0,0,0,0,0,NA,202112160sdg
Justin Jackson,JackJu01,rushing,LAC,13,86,6,53,4.1,33,2.5,0,NA,202112160sdg
Austin Ekeler,EkelAu00,rushing,LAC,12,59,4,27,2.3,32,2.7,0,NA,202112160sdg
Joshua Kelley,KellJo01,rushing,LAC,7,21,1,14,2,7,1,0,NA,202112160sdg
Justin Herbert,HerbJu00,rushing,LAC,5,16,3,15,3,1,0.2,0,NA,202112160sdg
Gabe Nabers,NabeGa00,rushing,LAC,1,4,NA,3,3,1,1,0,NA,202112160sdg
Andre Roberts,RobeAn00,rushing,LAC,1,6,NA,4,4,2,2,0,NA,202112160sdg
