player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
David Montgomery,MontDa01,rushing,CHI,12,31,2,20,1.7,11,0.9,0,NA,202101100nor
Mitchell Trubisky,TrubMi00,rushing,CHI,3,10,1,10,3.3,0,0,0,NA,202101100nor
DeAndre Carter,CartDe02,rushing,CHI,1,3,0,1,1,2,2,0,NA,202101100nor
Anthony Miller,MillAn02,rushing,CHI,1,2,0,2,2,0,0,0,NA,202101100nor
Ryan Nall,NallRy00,rushing,CHI,1,0,NA,0,0,0,0,0,NA,202101100nor
Cordarrelle Patterson,PattCo00,rushing,CHI,1,2,NA,2,2,0,0,0,NA,202101100nor
Alvin Kamara,KamaAl00,rushing,NOR,23,99,5,60,2.6,39,1.7,1,23,202101100nor
Taysom Hill,HillTa00,rushing,NOR,4,15,2,13,3.3,2,0.5,0,NA,202101100nor
Latavius Murray,MurrLa00,rushing,NOR,4,9,0,8,2,1,0.3,0,NA,202101100nor
Drew Brees,BreeDr00,rushing,NOR,3,2,1,0,0,2,0.7,0,NA,202101100nor
Deonte Harris,HarrDe07,rushing,NOR,1,-2,0,-2,-2,0,0,0,NA,202101100nor
