player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Antonio Gibson,GibsAn00,rushing,WAS,9,49,4,24,2.7,25,2.8,2,4.5,202009270cle
J.D. McKissic,McKiJ.00,rushing,WAS,5,15,0,0,0,15,3,1,5,202009270cle
Peyton Barber,BarbPe01,rushing,WAS,3,6,NA,4,1.3,2,0.7,0,NA,202009270cle
Dwayne Haskins,HaskDw00,rushing,WAS,2,2,0,2,1,0,0,0,NA,202009270cle
Antonio Gandy-Golden,GandAn00,rushing,WAS,1,22,1,21,21,1,1,0,NA,202009270cle
Terry McLaurin,McLaTe00,rushing,WAS,1,3,1,1,1,2,2,0,NA,202009270cle
Isaiah Wright,WrigIs01,rushing,WAS,1,6,0,4,4,2,2,0,NA,202009270cle
Nick Chubb,ChubNi00,rushing,CLE,19,108,5,56,2.9,52,2.7,3,6.3,202009270cle
Kareem Hunt,HuntKa00,rushing,CLE,16,46,1,11,0.7,35,2.2,0,NA,202009270cle
Baker Mayfield,MayfBa00,rushing,CLE,1,1,0,1,1,0,0,0,NA,202009270cle
Jojo Natson,NatsJo00,rushing,CLE,1,3,NA,3,3,0,0,0,NA,202009270cle
