player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Devontae Booker,BookDe00,rushing,NYG,16,42,2,27,1.7,15,0.9,2,8,202110100dal
Daniel Jones,JoneDa05,rushing,NYG,3,9,1,8,2.7,1,0.3,0,NA,202110100dal
Saquon Barkley,BarkSa00,rushing,NYG,2,9,NA,6,3,3,1.5,0,NA,202110100dal
Mike Glennon,GlenMi00,rushing,NYG,2,2,0,2,1,0,0,0,NA,202110100dal
Elijhaa Penny,PennEl00,rushing,NYG,1,4,NA,2,2,2,2,0,NA,202110100dal
Kadarius Toney,ToneKa00,rushing,NYG,1,7,0,7,7,0,0,0,NA,202110100dal
Ezekiel Elliott,ElliEz00,rushing,DAL,21,110,6,70,3.3,40,1.9,0,NA,202110100dal
Tony Pollard,PollTo00,rushing,DAL,14,75,3,46,3.3,29,2.1,0,NA,202110100dal
Dak Prescott,PresDa01,rushing,DAL,2,6,0,6,3,0,0,0,NA,202110100dal
CeeDee Lamb,LambCe00,rushing,DAL,1,4,0,1,1,3,3,0,NA,202110100dal
Cedrick Wilson Jr.,WilsCe01,rushing,DAL,1,6,1,6,6,0,0,0,NA,202110100dal
