player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Melvin Gordon,GordMe00,rushing,DEN,16,79,4,44,2.8,35,2.2,0,NA,202012270sdg
Drew Lock,LockDr00,rushing,DEN,5,15,2,14,2.8,1,0.2,0,NA,202012270sdg
LeVante Bellamy,BellLe02,rushing,DEN,3,11,NA,8,2.7,3,1,0,NA,202012270sdg
Royce Freeman,FreeRo00,rushing,DEN,2,16,1,9,4.5,7,3.5,0,NA,202012270sdg
KJ Hamler,HamlKJ00,rushing,DEN,1,3,NA,3,3,0,0,0,NA,202012270sdg
Diontae Spencer,SpenDi00,rushing,DEN,1,9,1,6,6,3,3,0,NA,202012270sdg
Austin Ekeler,EkelAu00,rushing,LAC,10,45,2,29,2.9,16,1.6,1,10,202012270sdg
Kalen Ballage,BallKa00,rushing,LAC,4,14,NA,4,1,10,2.5,1,4,202012270sdg
Justin Herbert,HerbJu00,rushing,LAC,4,26,1,19,4.8,7,1.8,1,4,202012270sdg
Justin Jackson,JackJu01,rushing,LAC,2,4,NA,3,1.5,1,0.5,0,NA,202012270sdg
