player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Jaret Patterson,PattJa01,rushing,WAS,9,33,1,28,3.1,5,0.6,1,9,202112260dal
Antonio Gibson,GibsAn00,rushing,WAS,6,29,1,25,4.2,4,0.7,0,NA,202112260dal
Jonathan Williams,WillJo07,rushing,WAS,3,9,1,4,1.3,5,1.7,1,3,202112260dal
DeAndre Carter,CartDe02,rushing,WAS,1,15,1,15,15,0,0,0,NA,202112260dal
Taylor Heinicke,HeinTa00,rushing,WAS,1,-1,0,-1,-1,0,0,0,NA,202112260dal
Ezekiel Elliott,ElliEz00,rushing,DAL,9,37,3,30,3.3,7,0.8,2,4.5,202112260dal
Tony Pollard,PollTo00,rushing,DAL,8,34,1,29,3.6,5,0.6,0,NA,202112260dal
Corey Clement,ClemCo00,rushing,DAL,4,18,1,10,2.5,8,2,1,4,202112260dal
Dak Prescott,PresDa01,rushing,DAL,4,21,2,20,5,1,0.3,0,NA,202112260dal
Cooper Rush,RushCo00,rushing,DAL,2,0,0,0,0,0,0,0,NA,202112260dal
CeeDee Lamb,LambCe00,rushing,DAL,1,-2,0,-2,-2,0,0,0,NA,202112260dal
