player_name,pfr_player_id,adv_stat_category,team,def_ints,def_targets,def_completions_allowed,def_completion_pct,def_yards_allowed,def_yards_allowed_per_cmp,def_yards_allowed_per_tgt,def_receiving_td_allowed,def_passer_rating_allowed,def_adot,def_air_yards_completed,def_yards_after_catch,def_times_blitzed,def_times_hurried,def_times_hitqb,def_sacks,def_pressures,def_tackles_combined,def_missed_tackles,def_missed_tackle_pct,pfr_game_id
Dre Kirkpatrick,KirkDr00,defense,ARI,0,10,4,40.0%,41,10.3,4.1,0,52.5,10.8,24,17,0,0,0,0,0,4,0,0.0%,202012130nyg
Patrick Peterson,PetePa00,defense,ARI,0,6,4,66.7%,45,11.3,7.5,0,88.9,10.3,38,7,0,0,0,0,0,3,0,0.0%,202012130nyg
Byron Murphy,MurpBy00,defense,ARI,0,4,3,75.0%,49,16.3,12.3,0,115.6,19,45,4,0,0,0,0,0,3,0,0.0%,202012130nyg
De'Vondre Campbell,CampDe00,defense,ARI,0,1,1,100.0%,6,6,6,0,91.7,5,5,1,3,0,0,0,0,4,0,0.0%,202012130nyg
Isaiah Simmons,SimmIs00,defense,ARI,0,1,1,100.0%,4,4,4,0,83.3,3,3,1,1,0,0,0,0,3,1,25.0%,202012130nyg
Haason Reddick,ReddHa00,defense,ARI,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,1,1,5,7,5,1,16.7%,202012130nyg
Zach Allen,AlleZa01,defense,ARI,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,2,3,1,25.0%,202012130nyg
Dennis Gardeck,GardDe01,defense,ARI,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,2,2,2,0,0.0%,202012130nyg
Markus Golden,GoldMa00,defense,ARI,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,2,1,33.3%,202012130nyg
Leki Fotu,FotuLe00,defense,ARI,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,NA,202012130nyg
Budda Baker,BakeBu00,defense,ARI,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,6,1,14.3%,202012130nyg
Chris Banjo,BanjCh00,defense,ARI,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2,1,33.3%,202012130nyg
Kylie Fitts,FittKy00,defense,ARI,0,1,0,0.0%,NA,NA,0,NA,39.6,4,NA,NA,1,0,0,0,0,1,0,0.0%,202012130nyg
Jordan Hicks,HickJo00,defense,ARI,0,1,0,0.0%,NA,NA,0,NA,39.6,13,NA,NA,4,0,0,0,0,8,0,0.0%,202012130nyg
Devon Kennard,KennDe00,defense,ARI,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,0,1,0,0.0%,202012130nyg
Xavier McKinney,McKiXa00,defense,NYG,0,6,5,83.3%,18,3.6,3,0,79.2,5.2,2,16,4,0,0,0,0,4,1,20.0%,202012130nyg
James Bradberry,BradJa00,defense,NYG,0,5,4,80.0%,54,13.5,10.8,0,111.7,5.8,28,26,0,0,0,0,0,7,1,12.5%,202012130nyg
Jabrill Peppers,PeppJa00,defense,NYG,0,4,3,75.0%,26,8.7,6.5,0,91.7,4.3,14,12,2,0,0,0,0,13,2,13.3%,202012130nyg
Blake Martinez,MartBl01,defense,NYG,0,5,3,60.0%,40,13.3,8,0,85.4,4.6,20,20,2,0,0,0,0,7,0,0.0%,202012130nyg
Tae Crowder,CrowTa00,defense,NYG,0,2,2,100.0%,43,21.5,21.5,0,118.7,9,18,25,5,0,1,0,1,4,0,0.0%,202012130nyg
Isaac Yiadom,YiadIs00,defense,NYG,0,3,2,66.7%,15,7.5,5,0,78.5,6,9,6,0,0,0,0,0,3,0,0.0%,202012130nyg
Julian Love,LoveJu00,defense,NYG,0,2,2,100.0%,22,11,11,0,112.5,8.5,17,5,2,0,0,0,0,9,1,10.0%,202012130nyg
Carter Coughlin,CougCa00,defense,NYG,0,1,1,100.0%,4,4,4,0,83.3,3,3,1,2,1,0,0,1,7,0,0.0%,202012130nyg
Devante Downs,DownDe00,defense,NYG,0,1,1,100.0%,10,10,10,0,108.3,2,2,8,0,0,0,0,0,3,0,0.0%,202012130nyg
Logan Ryan,RyanLo00,defense,NYG,0,2,1,50.0%,7,7,3.5,1,97.9,12.5,7,0,0,0,0,0,0,5,2,28.6%,202012130nyg
Dalvin Tomlinson,TomlDa00,defense,NYG,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,1,3,3,2,40.0%,202012130nyg
Leonard Williams,WillLe02,defense,NYG,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,0,3,4,0,0.0%,202012130nyg
Austin Johnson,JohnAu01,defense,NYG,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,2,0,0.0%,202012130nyg
Jabaal Sheard,SheaJa00,defense,NYG,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,2,1,33.3%,202012130nyg
B.J. Hill,HillB.00,defense,NYG,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,3,0,0.0%,202012130nyg
Cam Brown,BrowCa01,defense,NYG,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,1,0,1,0,0,NA,202012130nyg
Dexter Lawrence,LawrDe03,defense,NYG,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,4,0,0.0%,202012130nyg
David Mayo,MayoDa00,defense,NYG,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,2,0,0.0%,202012130nyg
Niko Lalos,LaloNi00,defense,NYG,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,50.0%,202012130nyg
Montre Hartage,HartMo01,defense,NYG,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,NA,202012130nyg
