player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,prss_percent,scramble_attempts,yards_per_scramble,pfr_game_id
Teddy Bridgewater,BridTe00,passing,DEN,28,36,264,17,44.7,312,8.7,177,6.3,4.9,87,3.1,2,5.7%,2,5.7%,2,18,4,3,9,NA,3,6.3,202109120nyg
Daniel Jones,JoneDa05,passing,NYG,22,37,267,13,33.3,306,8.3,198,9,5.4,69,3.1,3,8.3%,7,19.4%,2,7,0,0,2,NA,5,5.6,202109120nyg
