player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,times_pressured_pct,scramble_attempts,yards_per_scramble,pfr_game_id
Kyler Murray,MurrKy00,passing,ARI,24,35,244,12,33.3,191,5.5,116,4.8,3.3,128,5.3,0,0.0%,6,18.8%,1,7,4,3,8,18.2%,8,6.5,202012130nyg
Daniel Jones,JoneDa05,passing,NYG,11,21,127,6,22.2,239,11.4,110,10,5.2,17,1.5,0,0.0%,5,23.8%,6,8,3,3,12,44.4%,0,NA,202012130nyg
Colt McCoy,McCoCo00,passing,NYG,2,3,18,1,20,32,10.7,5,2.5,1.7,13,6.5,1,33.3%,0,0.0%,2,0,0,0,2,40.0%,0,NA,202012130nyg
