player_name,pfr_player_id,adv_stat_category,team,tgt,rec,receiving_yards,receiving_td,receiving_fd,receiving_yards_before_catch,receiving_yards_before_catch_avg,receiving_yards_after_catch,receiving_yards_after_catch_avg,adot,receiving_broken_tackles,receiving_per_broken_tackle,receiving_drop,receiving_drop_pct,receiving_int,receiving_rat,pfr_game_id
Ezekiel Elliott,ElliEz00,receiving,DAL,8,7,41,0,4,-5,-0.7,46,6.6,-0.4,1,7,0,0,0,88,201812160clt
Cole Beasley,BeasCo00,receiving,DAL,7,4,42,0,2,14,3.5,28,7,4.3,1,4,0,0,0,74.7,201812160clt
Amari Cooper,CoopAm00,receiving,DAL,7,4,32,0,2,24,6,8,2,12.1,0,NA,0,0,0,68.7,201812160clt
Blake Jarwin,JarwBl00,receiving,DAL,7,4,45,0,2,37,9.3,8,2,10.4,1,4,1,14.3,1,36.9,201812160clt
Dalton Schultz,SchuDa00,receiving,DAL,4,3,23,0,1,12,4,11,3.7,4.5,0,NA,0,0,0,88.5,201812160clt
Noah Brown,BrowNo00,receiving,DAL,2,1,14,0,1,11,11,3,3,22,0,NA,0,0,0,72.9,201812160clt
Allen Hurns,HurnAl01,receiving,DAL,2,1,9,0,NA,-1,-1,10,10,10.5,0,NA,0,0,0,62.5,201812160clt
Jamize Olawale,OlawJa00,receiving,DAL,1,0,0,0,NA,0,NA,0,NA,2,0,NA,1,100,0,39.6,201812160clt
T.Y. Hilton,HiltT.00,receiving,IND,8,5,85,0,4,77,15.4,8,1.6,17.8,0,NA,1,12.5,0,98.4,201812160clt
Nyheim Hines,HineNy00,receiving,IND,6,4,45,0,2,16,4,29,7.3,2.3,1,4,0,0,0,88.9,201812160clt
Ryan Grant,GranRy01,receiving,IND,2,2,16,0,2,2,1,14,7,1,2,1,0,0,0,100,201812160clt
Marlon Mack,MackMa00,receiving,IND,1,1,10,0,1,0,0,10,10,0,0,NA,0,0,0,108.3,201812160clt
Zach Pascal,PascZa00,receiving,IND,3,1,12,0,NA,7,7,5,5,8.7,0,NA,0,0,0,46.5,201812160clt
Chester Rogers,RogeCh02,receiving,IND,1,1,10,0,1,-1,-1,11,11,-1,0,NA,0,0,0,108.3,201812160clt
Eric Ebron,EbroEr00,receiving,IND,3,1,8,0,1,5,5,3,3,12,0,NA,1,33.3,0,42.4,201812160clt
Jordan Wilkins,WilkJo01,receiving,IND,1,1,6,0,NA,-7,-7,13,13,-7,0,NA,0,0,0,91.7,201812160clt
Dontrelle Inman,InmaDo00,receiving,IND,1,0,0,0,NA,0,NA,0,NA,11,0,NA,0,0,0,39.6,201812160clt
