player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,completed_air_yards_per_cmp,completed_air_yards_per_att,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,times_pressured_pct,scramble_attempts,yards_per_scramble,pfr_game_id
Matthew Stafford,StafMa00,passing,LAR,26,35,309,14,38.9,243,6.9,177,6.8,5.1,132,5.1,3,8.6%,3,8.6%,1,6,0,3,4,11.1%,0,NA,202201020rav
Tyler Huntley,HuntTy01,passing,BAL,20,32,197,9,24.3,280,8.8,140,7,4.4,57,2.9,1,3.4%,6,20.7%,5,10,3,1,9,23.1%,2,10,202201020rav
