player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,times_pressured_pct,scramble_attempts,yards_per_scramble,pfr_game_id
Carson Wentz,WentCa00,passing,PHI,6,15,79,4,21.1,112,7.5,57,9.5,3.8,22,3.7,0,0.0%,6,46.2%,4,4,3,2,9,42.9%,2,7.5,202012060gnb
Jalen Hurts,HurtJa00,passing,PHI,5,12,109,4,26.7,157,13.1,96,19.2,8,13,2.6,1,8.3%,3,25.0%,3,6,1,1,5,25.0%,5,5.8,202012060gnb
Aaron Rodgers,RodgAa00,passing,GNB,25,34,295,14,38.9,364,10.7,162,6.5,4.8,133,5.3,2,6.3%,3,9.4%,2,7,3,4,9,25.0%,0,NA,202012060gnb
