player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,times_pressured_pct,scramble_attempts,yards_per_scramble,pfr_game_id
Ryan Fitzpatrick,FitzRy00,passing,MIA,24,39,257,14,32.6,275,7.1,153,6.4,3.9,104,4.3,0,0.0%,9,23.1%,4,28,11,5,20,46.5%,0,NA,202011290nyj
Sam Darnold,DarnSa00,passing,NYJ,16,27,197,6,20,317,11.7,118,7.4,4.4,79,4.9,2,7.4%,5,18.5%,3,13,9,2,14,43.8%,2,4.5,202011290nyj
