player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Zach Zenner,ZennZa00,rushing,DET,10,45,4,13,1.3,32,3.2,0,NA,201812160buf
Theo Riddick,RiddTh00,rushing,DET,8,47,3,27,3.4,20,2.5,1,8,201812160buf
LeGarrette Blount,BlouLe00,rushing,DET,7,9,NA,-5,-0.7,14,2,1,7,201812160buf
Brandon Powell,PoweBr00,rushing,DET,1,4,NA,2,2,2,2,0,NA,201812160buf
Keith Ford,FordKe00,rushing,BUF,14,46,3,35,2.5,11,0.8,0,NA,201812160buf
Marcus Murphy,MurpMa03,rushing,BUF,11,35,1,13,1.2,22,2,7,1.6,201812160buf
Josh Allen,AlleJo02,rushing,BUF,9,16,4,13,1.4,3,0.3,0,NA,201812160buf
Patrick DiMarco,DiMaPa00,rushing,BUF,1,9,1,6,6,3,3,0,NA,201812160buf
Ray-Ray McCloud,McClRa00,rushing,BUF,1,7,NA,4,4,3,3,0,NA,201812160buf
Isaiah McKenzie,McKeIs00,rushing,BUF,1,4,0,4,4,0,0,0,NA,201812160buf
