player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,completed_air_yards_per_cmp,completed_air_yards_per_att,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,times_pressured_pct,scramble_attempts,yards_per_scramble,pfr_game_id
Tua Tagovailoa,TagoTu00,passing,MIA,27,33,273,13,39.4,175,5.3,141,5.2,4.3,132,4.9,1,3.0%,4,12.1%,0,7,2,2,4,11.8%,1,7,202111210nyj
Albert Wilson,WilsAl02,passing,MIA,0,1,0,0,0,5,5,0,NA,0,0,NA,1,100.0%,0,0.0%,0,1,0,0,0,0.0%,0,NA,202111210nyj
Joe Flacco,FlacJo00,passing,NYJ,24,39,291,12,29.3,299,7.7,132,5.5,3.4,159,6.6,1,2.9%,6,17.1%,2,22,4,6,12,28.6%,1,1,202111210nyj
