player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,times_pressured_pct,scramble_attempts,yards_per_scramble,pfr_game_id
Patrick Mahomes,MahoPa00,passing,KAN,24,42,315,16,38.1,502,12,154,6.4,3.7,161,6.7,0,0.0%,10,27.0%,0,6,4,3,7,14.9%,5,10.4,201909290det
Matthew Stafford,StafMa00,passing,DET,21,34,291,17,44.7,407,12,173,8.2,5.1,118,5.6,1,2.9%,7,20.6%,4,11,2,2,8,20.0%,2,9,201909290det
