player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Zack Moss,MossZa00,rushing,BUF,7,27,3,4,0.6,23,3.3,2,3.5,202111140nyj
Devin Singletary,SingDe00,rushing,BUF,7,43,3,23,3.3,20,2.9,1,7,202111140nyj
Matt Breida,BreiMa00,rushing,BUF,3,28,1,25,8.3,3,1,0,NA,202111140nyj
Josh Allen,AlleJo02,rushing,BUF,2,3,0,1,0.5,2,1,0,NA,202111140nyj
Isaiah McKenzie,McKeIs00,rushing,BUF,2,17,2,14,7,3,1.5,0,NA,202111140nyj
Davis Webb,WebbDa00,rushing,BUF,2,-3,NA,-3,-1.5,0,0,0,NA,202111140nyj
Emmanuel Sanders,SandEm00,rushing,BUF,1,24,1,24,24,0,0,0,NA,202111140nyj
Michael Carter,CartMi03,rushing,NYJ,16,39,2,21,1.3,18,1.1,1,16,202111140nyj
Tevin Coleman,ColeTe01,rushing,NYJ,4,29,2,17,4.3,12,3,0,NA,202111140nyj
Ty Johnson,JohnTy02,rushing,NYJ,2,2,0,1,0.5,1,0.5,0,NA,202111140nyj
