player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Gus Edwards,EdwaGu00,rushing,BAL,17,56,4,30,1.8,26,1.5,1,17,201909080mia
Mark Ingram,IngrMa01,rushing,BAL,14,107,3,41,2.9,66,4.7,2,7,201909080mia
Justice Hill,HillJu00,rushing,BAL,7,27,2,19,2.7,8,1.1,0,NA,201909080mia
Robert Griffin III,GrifRo01,rushing,BAL,4,9,0,3,0.8,6,1.5,1,4,201909080mia
Lamar Jackson,JackLa00,rushing,BAL,3,6,0,4,1.3,2,0.7,0,NA,201909080mia
Anthony Levine,LeviAn00,rushing,BAL,1,60,1,60,60,0,0,0,NA,201909080mia
Kalen Ballage,BallKa00,rushing,MIA,5,-1,0,-3,-0.6,2,0.4,0,NA,201909080mia
Kenyan Drake,DrakKe00,rushing,MIA,4,12,0,6,1.5,6,1.5,0,NA,201909080mia
Ryan Fitzpatrick,FitzRy00,rushing,MIA,1,8,1,8,8,0,0,0,NA,201909080mia
Mark Walton,WaltMa00,rushing,MIA,1,1,NA,0,0,1,1,0,NA,201909080mia
Albert Wilson,WilsAl02,rushing,MIA,1,1,0,1,1,0,0,0,NA,201909080mia
