player_name,pfr_player_id,adv_stat_category,team,def_ints,def_targets,def_completions_allowed,def_completion_pct,def_yards_allowed,def_yards_allowed_per_cmp,def_yards_allowed_per_tgt,def_receiving_td_allowed,def_passer_rating_allowed,def_adot,def_air_yards_completed,def_yards_after_catch,def_times_blitzed,def_times_hurried,def_times_hitqb,def_sacks,def_pressures,def_tackles_combined,def_missed_tackles,def_missed_tackle_pct,pfr_game_id
Buster Skrine,SkriBu00,defense,NYJ,0,9,6,66.7%,72,12,8,1,128,15.2,58,14,1,0,0,0,0,7,1,12.5%,201812300nwe
Rashard Robinson,RobiRa00,defense,NYJ,0,6,5,83.3%,58,11.6,9.7,1,146.5,8,48,10,0,0,0,0,0,5,1,16.7%,201812300nwe
Neville Hewitt,HewiNe00,defense,NYJ,0,6,4,66.7%,57,14.3,9.5,1,136.8,2.7,13,44,0,0,0,0,0,6,1,14.3%,201812300nwe
Jamal Adams,AdamJa00,defense,NYJ,0,5,3,60.0%,25,8.3,5,0,72.9,14.8,14,11,3,0,0,0,0,11,0,0.0%,201812300nwe
Derrick Jones,JoneDe02,defense,NYJ,0,4,3,75.0%,18,6,4.5,0,83.3,4.8,10,8,0,0,0,0,0,3,1,25.0%,201812300nwe
Brandon Copeland,CopeBr00,defense,NYJ,0,1,1,100.0%,2,2,2,0,79.2,2,2,0,1,0,0,0,0,1,0,0.0%,201812300nwe
Avery Williamson,WillAv00,defense,NYJ,0,1,1,100.0%,18,18,18,1,158.3,18,18,0,1,0,0,0,0,5,1,16.7%,201812300nwe
Leonard Williams,WillLe02,defense,NYJ,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,2,6,0,0.0%,201812300nwe
Mike Pennel,PennMi00,defense,NYJ,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,3,0,0.0%,201812300nwe
Jordan Jenkins,JenkJo01,defense,NYJ,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,1,0,0.0%,201812300nwe
J.C. Jackson,JackJ.00,defense,NWE,0,8,5,62.5%,52,10.4,6.5,0,81.2,11.1,38,14,0,0,0,0,0,7,1,12.5%,201812300nwe
Dont'a Hightower,HighDo01,defense,NWE,0,3,3,100.0%,22,7.3,7.3,0,97.2,4.3,13,9,6,0,0,0,0,3,1,25.0%,201812300nwe
Keion Crossen,CrosKe00,defense,NWE,0,3,3,100.0%,60,20,20,0,118.7,19,57,3,0,0,0,0,0,4,0,0.0%,201812300nwe
Patrick Chung,ChunPa99,defense,NWE,0,3,1,33.3%,7,7,2.3,0,42.4,6,3,4,5,1,0,0,1,3,0,0.0%,201812300nwe
Elandon Roberts,RobeEl00,defense,NWE,0,2,1,50.0%,2,2,1,0,56.2,10,5,-3,0,0,0,0,0,6,0,0.0%,201812300nwe
Jason McCourty,McCoJa99,defense,NWE,0,1,1,100.0%,3,3,3,0,79.2,2,2,1,0,0,0,0,0,5,0,0.0%,201812300nwe
Stephon Gilmore,GilmSt00,defense,NWE,0,5,1,20.0%,4,4,0.8,0,39.6,10.2,4,0,0,0,0,0,0,1,0,0.0%,201812300nwe
Jonathan Jones,JoneJo03,defense,NWE,0,1,1,100.0%,17,17,17,0,118.7,4,4,13,3,0,0,0,0,2,0,0.0%,201812300nwe
Trey Flowers,FlowTr00,defense,NWE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,1,3,6,0,0.0%,201812300nwe
Kyle Van Noy,VanNKy00,defense,NWE,0,1,0,0.0%,NA,NA,0,NA,39.6,30,NA,NA,4,1,1,0,2,3,1,25.0%,201812300nwe
Lawrence Guy,GuyxLa00,defense,NWE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,3,0,0.0%,201812300nwe
Adam Butler,ButlAd00,defense,NWE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,0,0.0%,201812300nwe
Derek Rivers,RiveDe00,defense,NWE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,0,0.0%,201812300nwe
Devin McCourty,McCoDe99,defense,NWE,0,1,0,0.0%,NA,NA,0,NA,39.6,22,NA,NA,0,0,0,0,0,2,0,0.0%,201812300nwe
