player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,times_pressured_pct,scramble_attempts,yards_per_scramble,pfr_game_id
Ryan Fitzpatrick,FitzRy00,passing,TAM,21,28,417,17,60.7,341,12.2,287,13.7,10.3,130,6.2,1,3.6%,3,10.7%,0,10,1,3,4,11.8%,6,5.8,201809090nor
Drew Brees,BreeDr00,passing,NOR,37,45,439,19,41.3,348,7.7,272,7.4,6,167,4.5,1,2.3%,3,7.0%,1,11,3,1,5,10.9%,0,NA,201809090nor
