player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Josh Jacobs,JacoJo01,rushing,OAK,10,44,1,21,2.1,23,2.3,1,10,201909220min
DeAndre Washington,WashDe00,rushing,OAK,6,22,1,8,1.3,14,2.3,2,3,201909220min
Jalen Richard,RichJa01,rushing,OAK,2,15,1,11,5.5,4,2,0,NA,201909220min
Derek Carr,CarrDe02,rushing,OAK,1,0,0,0,0,0,0,0,NA,201909220min
Darren Waller,WallDa01,rushing,OAK,1,7,0,4,4,3,3,0,NA,201909220min
Dalvin Cook,CookDa01,rushing,MIN,16,110,4,79,4.9,31,1.9,2,8,201909220min
Alexander Mattison,MattAl01,rushing,MIN,12,58,3,39,3.3,19,1.6,0,NA,201909220min
Kirk Cousins,CousKi00,rushing,MIN,4,16,1,16,4,0,0,0,NA,201909220min
Mike Boone,BoonMi00,rushing,MIN,3,28,1,22,7.3,6,2,0,NA,201909220min
Sean Mannion,MannSe00,rushing,MIN,2,-2,NA,-2,-1,0,0,0,NA,201909220min
Adam Thielen,ThieAd00,rushing,MIN,1,1,1,0,0,1,1,1,1,201909220min
