player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Myles Gaskin,GaskMy00,rushing,MIA,7,20,1,10,1.4,10,1.4,0,NA,202101030buf
Salvon Ahmed,AhmeSa01,rushing,MIA,6,29,1,24,4,5,0.8,0,NA,202101030buf
Tua Tagovailoa,TagoTu00,rushing,MIA,6,28,3,28,4.7,0,0,0,NA,202101030buf
Lynn Bowden Jr.,BowdLy00,rushing,MIA,1,-7,0,-7,-7,0,0,0,NA,202101030buf
Antonio Williams,WillAn03,rushing,BUF,12,63,4,34,2.8,29,2.4,1,12,202101030buf
Matt Barkley,BarkMa00,rushing,BUF,3,-3,0,-3,-1,0,0,0,NA,202101030buf
Zack Moss,MossZa00,rushing,BUF,3,8,0,5,1.7,3,1,0,NA,202101030buf
Devin Singletary,SingDe00,rushing,BUF,3,7,0,5,1.7,2,0.7,0,NA,202101030buf
Josh Allen,AlleJo02,rushing,BUF,2,3,0,3,1.5,0,0,0,NA,202101030buf
Isaiah McKenzie,McKeIs00,rushing,BUF,2,0,0,-2,-1,2,1,1,2,202101030buf
