player_name,pfr_player_id,adv_stat_category,team,tgt,rec,receiving_yards,receiving_td,receiving_fd,receiving_yards_before_catch,receiving_yards_before_catch_avg,receiving_yards_after_catch,receiving_yards_after_catch_avg,adot,receiving_broken_tackles,receiving_per_broken_tackle,receiving_drop,receiving_drop_pct,receiving_int,receiving_rat,pfr_game_id
Tyler Lockett,LockTy00,receiving,SEA,5,5,75,0,4,64,12.8,11,2.2,12.8,0,NA,0,0,0,118.7,201910130cle
Chris Carson,CarsCh00,receiving,SEA,4,4,35,0,1,1,0.3,34,8.5,0.3,0,NA,0,0,0,103.1,201910130cle
D.K. Metcalf,MetcDK00,receiving,SEA,5,4,69,0,4,29,7.3,40,10,7.6,1,4,1,20,0,118.7,201910130cle
Jaron Brown,BrowJa03,receiving,SEA,5,3,29,2,2,22,7.3,7,2.3,5.8,0,NA,0,0,0,115.8,201910130cle
David Moore,MoorDa03,receiving,SEA,4,3,36,0,3,26,8.7,10,3.3,13.5,1,3,0,0,0,102.1,201910130cle
Luke Willson,WillLu00,receiving,SEA,3,2,16,0,1,10,5,6,3,5.3,0,NA,0,0,0,79.9,201910130cle
Nick Bellore,BellNi01,receiving,SEA,1,1,20,0,1,0,0,20,20,0,0,NA,0,0,0,118.7,201910130cle
C.J. Prosise,ProsC.00,receiving,SEA,3,1,15,0,1,0,0,15,15,13.7,0,NA,0,0,0,50.7,201910130cle
Will Dissly,DissWi00,receiving,SEA,1,0,0,0,NA,0,NA,0,NA,16,0,NA,0,0,0,39.6,201910130cle
Malik Turner,TurnMa00,receiving,SEA,1,0,0,0,NA,0,NA,0,NA,4,0,NA,1,100,0,39.6,201910130cle
Odell Beckham Jr.,BeckOd00,receiving,CLE,11,6,101,0,4,78,13,23,3.8,10.4,0,NA,2,18.2,1,47.9,201910130cle
Nick Chubb,ChubNi00,receiving,CLE,6,5,17,0,0,-12,-2.4,29,5.8,-2,1,5,0,0,0,79.2,201910130cle
Jarvis Landry,LandJa00,receiving,CLE,5,3,36,0,1,29,9.7,7,2.3,11.2,0,NA,0,0,1,42.5,201910130cle
Ricky Seals-Jones,SealRi00,receiving,CLE,6,3,47,1,2,35,11.7,12,4,12.3,0,NA,1,16.7,0,116,201910130cle
Dontrell Hilliard,HillDo00,receiving,CLE,3,2,17,0,2,3,1.5,14,7,3,0,NA,1,33.3,1,41.7,201910130cle
Antonio Callaway,CallAn00,receiving,CLE,4,2,22,0,2,18,9,4,2,13.8,0,NA,1,25,0,66.7,201910130cle
Pharaoh Brown,BrowPh01,receiving,CLE,1,1,9,0,1,6,6,3,3,6,1,1,0,0,0,104.2,201910130cle
