player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Jeff Wilson,WilsJe01,rushing,SFO,17,112,6,71,4.2,41,2.4,2,8.5,202010250nwe
Jamycal Hasty,HastJa02,rushing,SFO,9,57,2,53,5.9,4,0.4,0,NA,202010250nwe
Kyle Juszczyk,JuszKy00,rushing,SFO,4,18,4,13,3.3,5,1.3,0,NA,202010250nwe
Jerick McKinnon,McKiJe00,rushing,SFO,3,-1,NA,-2,-0.7,1,0.3,0,NA,202010250nwe
Deebo Samuel,SamuDe00,rushing,SFO,3,7,0,7,2.3,0,0,0,NA,202010250nwe
Jimmy Garoppolo,GaroJi00,rushing,SFO,1,4,1,0,0,4,4,1,1,202010250nwe
Damien Harris,HarrDa06,rushing,NWE,10,58,2,51,5.1,7,0.7,0,NA,202010250nwe
Cam Newton,NewtCa00,rushing,NWE,5,19,2,14,2.8,5,1,1,5,202010250nwe
Rex Burkhead,BurkRe00,rushing,NWE,4,12,0,12,3,0,0,0,NA,202010250nwe
Jarrett Stidham,StidJa00,rushing,NWE,2,3,1,3,1.5,0,0,0,NA,202010250nwe
Jakobi Meyers,MeyeJa01,rushing,NWE,1,2,0,2,2,0,0,0,NA,202010250nwe
