player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Ty Johnson,JohnTy02,rushing,DET,9,29,3,13,1.4,16,1.8,0,NA,201911030rai
J.D. McKissic,McKiJ.00,rushing,DET,4,32,2,15,3.8,17,4.3,1,4,201911030rai
Matthew Stafford,StafMa00,rushing,DET,3,6,0,5,1.7,1,0.3,0,NA,201911030rai
Paul Perkins,PerkPa00,rushing,DET,2,16,1,11,5.5,5,2.5,0,NA,201911030rai
Marvin Hall,HallMa02,rushing,DET,1,7,NA,4,4,3,3,0,NA,201911030rai
Josh Jacobs,JacoJo01,rushing,OAK,28,120,7,53,1.9,67,2.4,3,9.3,201911030rai
DeAndre Washington,WashDe00,rushing,OAK,3,7,0,2,0.7,5,1.7,0,NA,201911030rai
Jalen Richard,RichJa01,rushing,OAK,2,12,1,6,3,6,3,0,NA,201911030rai
Derek Carrier,CarrDe00,rushing,OAK,1,27,1,27,27,0,0,0,NA,201911030rai
Alec Ingold,IngoAl01,rushing,OAK,1,2,1,1,1,1,1,0,NA,201911030rai
Zay Jones,JoneZa00,rushing,OAK,1,3,0,3,3,0,0,0,NA,201911030rai
